iter	RMSE
609	0.0696599832
610	0.06962384504
611	0.06958537859
612	0.06955387412
613	0.06949242869
614	0.0694534372
615	0.06940519693
616	0.06935965184
617	0.06932667362
618	0.06929230835
619	0.06924819691
620	0.06919325754
621	0.06915474236
622	0.0691328219
623	0.06905661866
624	0.06901201201
625	0.06897018572
626	0.06893031598
627	0.06890102964
628	0.06883728717
629	0.06881790935
630	0.06879385095
631	0.06875347879
632	0.06869734111
633	0.06866177413
634	0.06861490651
635	0.06858410182
636	0.068528818
637	0.06849676263
638	0.0684716577
639	0.06843157676
640	0.0684093457
641	0.06837247423
642	0.06834297517
643	0.06829677343
644	0.06827339716
645	0.0682457663
646	0.06821538613
647	0.06817550047
648	0.06814059071
649	0.06810047934
650	0.06804269076
651	0.06799734112
652	0.06796816164
653	0.06792536989
654	0.06788326883
655	0.06784215663
656	0.06781174161
657	0.06777781646
658	0.06773610947
659	0.06769861262
660	0.06766740697
661	0.06761900103
662	0.06756761357
663	0.06751956416
664	0.06748935981
665	0.06743561421
666	0.06738998994
667	0.06732081093
668	0.06728311758
669	0.06724583404
670	0.06720453893
671	0.06719225036
672	0.06713999692
673	0.06710600822
674	0.06706827967
675	0.06700242269
676	0.06697343837
677	0.06692092347
678	0.06688506985
679	0.06684269492
680	0.06679628061
681	0.06676904077
682	0.06673742222
683	0.06670711698
684	0.06666685545
685	0.06664479204
686	0.06661565246
687	0.06657729446
688	0.06653556045
689	0.06649260678
690	0.0664226585
691	0.06637932687
692	0.06634282272
693	0.06630953976
694	0.06627202931
695	0.06623602962
696	0.06620997791
697	0.06617790452
698	0.06614765434
699	0.06612081235
700	0.06607961141
701	0.06606993229
702	0.06606039111
703	0.06603053718
704	0.06600549743
705	0.06596900397
706	0.0659363226
707	0.06590450409
708	0.0658733215
709	0.06584580442
710	0.06580478752
711	0.06574543427
712	0.06572717115
713	0.0656920344
714	0.0656569834
715	0.06561696376
716	0.06556578223
717	0.06553223283
718	0.06548701393
719	0.0654564004
720	0.06541951101
721	0.06536397896
722	0.06532997288
723	0.06528604852
724	0.06526123084
725	0.06522144451
726	0.06519107456
727	0.06513753627
728	0.06510175301
729	0.06506023168
730	0.06503108443
731	0.06500007446
732	0.06496691486
733	0.06492062008
734	0.0648982936
735	0.06486729838
736	0.06483546751
737	0.06481088836
738	0.06479911951
739	0.06479302361
740	0.06476208776
741	0.06472423652
742	0.06468092701
743	0.06465450921
744	0.06462658315
745	0.06461010604
746	0.06458583206
747	0.06454347331
748	0.06449861654
749	0.06448403601
750	0.06444945859
751	0.06442173545
752	0.06436216634
753	0.06432966997
754	0.06427771803
755	0.06423515089
756	0.06419346422
757	0.06415065757
758	0.06412392924
759	0.06409415641
760	0.06406353155
761	0.06402642942
762	0.06400474842
763	0.06397283118
764	0.06394082926
765	0.06390688702
766	0.06388204532
767	0.06384445925
768	0.06381671998
769	0.06378000404
770	0.06375663357
771	0.06371509479
772	0.06369098732
773	0.06365488358
774	0.06363145557
775	0.06361124486
776	0.0635775521
777	0.06355207744
778	0.06352214904
779	0.06348336242
780	0.06342815817
781	0.06340795472
782	0.06337612402
783	0.06333479986
784	0.06331946596
785	0.0632865991
786	0.06325818152
787	0.06322425541
788	0.0631961291
789	0.06313733819
790	0.06310475803
791	0.06306116417
792	0.0630188043
793	0.06300113288
794	0.06297365078
795	0.0629460349
796	0.06291093912
797	0.06287511306
798	0.06285552317
799	0.06283280335
800	0.06279646142
801	0.06275282648
802	0.06272322142
803	0.06269639411
804	0.06265017808
805	0.06262279972
806	0.06257395348
807	0.0625482626
808	0.06251352595
809	0.06248251067
810	0.06245295288
811	0.06240826472
812	0.06238194708
813	0.06235342063
814	0.0623216235
815	0.06228547826
816	0.0622688139
817	0.06223998036
818	0.06222215186
819	0.06218655569
820	0.06215965414
821	0.06212259824
822	0.06209356961
823	0.06204997879
824	0.06199856975
825	0.06195946504
826	0.06192553428
827	0.06189257716
828	0.061861961
829	0.06182593621
830	0.06178580799
831	0.0617661921
832	0.06173274745
833	0.0616979558
834	0.06166223804
835	0.06163395917
836	0.06159495693
837	0.06156194597
838	0.06152044558
839	0.06148535991
840	0.06143777769
841	0.06140986516
842	0.06137856935
843	0.06134666468
844	0.06131855042
845	0.0612944213
846	0.0612612457
847	0.06122624234
848	0.06119890649
849	0.06117755121
850	0.06114642238
851	0.06111996139
852	0.06109088958
853	0.06106364153
854	0.0610472722
855	0.06101709443
856	0.06099980325
857	0.06095966046
858	0.06092834218
859	0.06091787857
860	0.06089045046
861	0.06086866665
862	0.06084337709
863	0.06080559311
864	0.06078031848
865	0.06073526444
866	0.0607291533
867	0.06072734635
868	0.06070444973
869	0.06067847331
870	0.06066078882
871	0.06062850099
872	0.06057932575
873	0.0605421098
874	0.06051894285
875	0.06049540511
876	0.06046527048
877	0.06043731462
878	0.06040208899
879	0.06037232111
880	0.06034099926
881	0.06031231047
882	0.06027916465
883	0.06025694384
884	0.0602264799
885	0.0602180377
886	0.06019531712
887	0.0601631667
888	0.06013277359
889	0.06011825307
890	0.06008662637
891	0.06005531602
892	0.06003536869
893	0.06000563761
894	0.0599777951
895	0.05995877859
896	0.05994867632
897	0.05991944379
898	0.05988157072
899	0.05986695679
900	0.05983015251
901	0.05981689816
902	0.05980757199
903	0.05978152839
904	0.0597552186
905	0.05973485564
906	0.05969766326
907	0.05966547851
908	0.05964203592
909	0.05961839949
910	0.05957500812
911	0.0595570472
912	0.05952696452
913	0.05950161258
914	0.05946996309
915	0.05945735155
916	0.05942506618
917	0.05939663653
918	0.05936757926
919	0.05932396245
920	0.05929897306
921	0.05927328127
922	0.05925642937
923	0.0592277485
924	0.05921409952
925	0.05919790244
926	0.05916819193
927	0.05914847644
928	0.05912262111
929	0.05908864515
930	0.05904875167
931	0.05902020268
932	0.05899287775
933	0.05897618979
934	0.05895170987
935	0.05891992899
936	0.05889981379
937	0.05886301564
938	0.05883047727
939	0.05881054332
940	0.05877743018
941	0.05874326564
942	0.05870586573
943	0.05868397159
944	0.05865534787
945	0.05862114705
946	0.0586081479
947	0.05857375781
948	0.05855259321
949	0.05853143723
950	0.05850789507
951	0.05847551797
952	0.05844000419
953	0.05841466691
954	0.05838799684
955	0.05837356149
956	0.05834946476
957	0.05832498246
958	0.05828848117
959	0.05825931096
960	0.05824288777
961	0.05822635535
962	0.05821560799
963	0.05820652338
964	0.05817481214
965	0.05815878297
966	0.05812581997
967	0.05810829818
968	0.05806969525
969	0.05804194028
970	0.05800776908
971	0.05797486548
972	0.05795605261
973	0.05793833737
974	0.05791494281
975	0.05789089495
976	0.05787457295
977	0.05785413356
978	0.05784127904
979	0.05781646542
980	0.05779117804
981	0.05777466617
982	0.05775618781
983	0.05772535957
984	0.05770142211
985	0.05768784145
986	0.05766157495
987	0.05765069804
988	0.05762450035
989	0.05760483482
990	0.05758370729
991	0.05756016296
992	0.05753262654
993	0.05751021552
994	0.05748288481
995	0.0574527646
996	0.05742952713
997	0.05740650239
998	0.05737487822
999	0.0573463762
1000	0.05731847731
1001	0.05728855265
1002	0.05726929725
1003	0.05723631878
1004	0.0572154684
1005	0.05719158792
1006	0.05715786224
1007	0.05713185414
1008	0.05710093649
1009	0.05709305033
1010	0.05705391218
1011	0.05703388369
1012	0.05700823367
1013	0.05698253988
1014	0.05696545643
1015	0.0569453415
1016	0.05691836859
1017	0.05688883099
1018	0.05686838205
1019	0.05684054576
1020	0.05679731992
1021	0.05677261754
1022	0.05673897542
1023	0.05671416709
1024	0.05669254452
1025	0.05667513004
1026	0.05667311617
1027	0.05664553188
1028	0.05660718054
1029	0.05657435104
1030	0.0565479073
1031	0.05652738165
1032	0.05650633269
1033	0.05648362744
1034	0.05645767753
1035	0.05643403236
1036	0.05641676206
1037	0.05639609811
1038	0.05638000618
1039	0.05636315529
1040	0.05635168225
1041	0.05633274022
1042	0.05631627234
1043	0.05629214534
1044	0.05627432311
1045	0.0562486737
1046	0.05622222832
1047	0.05619982879
1048	0.05618868142
1049	0.05617119849
1050	0.05614435432
1051	0.05613659598
1052	0.05610486757
1053	0.05609588297
1054	0.05607859912
1055	0.05605235525
1056	0.05603217106
1057	0.0560198856
1058	0.05600029838
1059	0.05596946576
1060	0.05595598587
1061	0.05593887646
1062	0.05590913306
1063	0.05588271538
1064	0.05586473414
1065	0.05584581071
1066	0.05583454688
1067	0.05582486364
1068	0.0558088331
1069	0.05578874131
1070	0.05576300805
1071	0.05574324566
1072	0.0557214244
1073	0.05570740825
1074	0.0556810586
1075	0.05566009284
1076	0.05564320202
1077	0.05562391711
1078	0.05559937284
1079	0.05557112924
1080	0.05555683702
1081	0.05552763896
1082	0.05550871348
1083	0.05547050735
1084	0.05544335407
1085	0.05541274574
1086	0.05539170953
1087	0.05538029742
1088	0.05534550881
1089	0.05530853653
1090	0.05529310437
1091	0.05525924828
1092	0.05523881967
1093	0.05520376534
1094	0.055192226
1095	0.05516583992
1096	0.05513528899
1097	0.05512294456
1098	0.05508970598
1099	0.05507923388
1100	0.05505270271
1101	0.05503139449
1102	0.05501965229
1103	0.05499554877
1104	0.0549749347
1105	0.05495932032
1106	0.0549369019
1107	0.05490339188
1108	0.05489569686
1109	0.05487527988
1110	0.05484989565
1111	0.05482942193
1112	0.05481336461
1113	0.05478661946
1114	0.05476730707
1115	0.05474474991
1116	0.05471957428
1117	0.05468851026
1118	0.05464871564
1119	0.05462720967
1120	0.05461807443
1121	0.05458283569
1122	0.05455429625
1123	0.05453383783
1124	0.05451983043
1125	0.05450623218
1126	0.05448881528
1127	0.05447336753
1128	0.05444535248
1129	0.05443157496
1130	0.05440219896
1131	0.05438100114
1132	0.05437428327
1133	0.05434985751
1134	0.05432893137
1135	0.05431505637
1136	0.05429517731
1137	0.05426909454
1138	0.05424372651
1139	0.05422529792
1140	0.05420485698
1141	0.054182801
1142	0.05416606349
1143	0.05414626416
1144	0.05411553614
1145	0.05410306032
1146	0.05408913734
1147	0.05406902259
1148	0.05404941431
1149	0.05401977293
1150	0.0540012982
1151	0.053982905
1152	0.05396171238
1153	0.05393717188
1154	0.05391331027
1155	0.05388505375
1156	0.05385939984
1157	0.05384354494
1158	0.05383053635
1159	0.05380613617
1160	0.05377981892
1161	0.05376522698
1162	0.05372447338
1163	0.05369809234
1164	0.05367728463
1165	0.05365567374
1166	0.05362956506
1167	0.05361163504
1168	0.05359183011
1169	0.05357295908
1170	0.05354886234
1171	0.05352076527
1172	0.05350735245
1173	0.05348324202
1174	0.05345916167
1175	0.05343847691
1176	0.05340848019
1177	0.05338564987
1178	0.05336580448
1179	0.05334024795
1180	0.05332248117
1181	0.05330348523
1182	0.05328479651
1183	0.05326291722
1184	0.05322983792
1185	0.0532024984
1186	0.05318474423
1187	0.05316512238
1188	0.05313403857
1189	0.05310750623
1190	0.05308507432
1191	0.053079979
1192	0.0530543376
1193	0.05303371267
1194	0.05301970041
1195	0.05300418975
1196	0.05298038137
1197	0.05296399755
1198	0.05294740143
1199	0.05291428581
